Date,Adj Close,Close,High,Low,Open,Volume
2001-08-01 00:00:00+00:00,,,,,,
2001-09-01 00:00:00+00:00,,,,,,
2001-10-01 00:00:00+00:00,,,,,,
2001-11-01 00:00:00+00:00,,,,,,
2001-12-01 00:00:00+00:00,,,,,,
2002-01-01 00:00:00+00:00,,,,,,
2002-02-01 00:00:00+00:00,,,,,,
2002-03-01 00:00:00+00:00,,,,,,
2002-04-01 00:00:00+00:00,,,,,,
2002-05-01 00:00:00+00:00,,,,,,
2002-06-01 00:00:00+00:00,,,,,,
2002-07-01 00:00:00+00:00,,,,,,
2002-08-01 00:00:00+00:00,,,,,,
2002-09-01 00:00:00+00:00,,,,,,
2002-10-01 00:00:00+00:00,,,,,,
2002-11-01 00:00:00+00:00,,,,,,
2002-12-01 00:00:00+00:00,,,,,,
2003-01-01 00:00:00+00:00,,,,,,
2003-02-01 00:00:00+00:00,,,,,,
2003-03-01 00:00:00+00:00,,,,,,
2003-04-01 00:00:00+00:00,,,,,,
2003-05-01 00:00:00+00:00,,,,,,
2003-06-01 00:00:00+00:00,,,,,,
2003-07-01 00:00:00+00:00,,,,,,
2003-08-01 00:00:00+00:00,,,,,,
2003-09-01 00:00:00+00:00,,,,,,
2003-10-01 00:00:00+00:00,,,,,,
2003-11-01 00:00:00+00:00,,,,,,
2003-12-01 00:00:00+00:00,,,,,,
2004-01-01 00:00:00+00:00,,,,,,
2004-02-01 00:00:00+00:00,,,,,,
2004-03-01 00:00:00+00:00,,,,,,
2004-04-01 00:00:00+00:00,,,,,,
2004-05-01 00:00:00+00:00,,,,,,
2004-06-01 00:00:00+00:00,,,,,,
2004-07-01 00:00:00+00:00,,,,,,
2004-08-01 00:00:00+00:00,,,,,,
2004-09-01 00:00:00+00:00,,,,,,
2004-10-01 00:00:00+00:00,,,,,,
2004-11-01 00:00:00+00:00,,,,,,
2004-12-01 00:00:00+00:00,,,,,,
2005-01-01 00:00:00+00:00,,,,,,
2005-02-01 00:00:00+00:00,,,,,,
2005-03-01 00:00:00+00:00,,,,,,
2005-04-01 00:00:00+00:00,,,,,,
2005-05-01 00:00:00+00:00,,,,,,
2005-06-01 00:00:00+00:00,,,,,,
2005-07-01 00:00:00+00:00,,,,,,
2005-08-01 00:00:00+00:00,,,,,,
2005-09-01 00:00:00+00:00,,,,,,
2005-10-01 00:00:00+00:00,,,,,,
2005-11-01 00:00:00+00:00,,,,,,
2005-12-01 00:00:00+00:00,,,,,,
2006-01-01 00:00:00+00:00,,,,,,
2006-02-01 00:00:00+00:00,,,,,,
2006-03-01 00:00:00+00:00,,,,,,
2006-04-01 00:00:00+00:00,,,,,,
2006-05-01 00:00:00+00:00,,,,,,
2006-06-01 00:00:00+00:00,,,,,,
2006-07-01 00:00:00+00:00,,,,,,
2006-08-01 00:00:00+00:00,,,,,,
2006-09-01 00:00:00+00:00,,,,,,
2006-10-01 00:00:00+00:00,,,,,,
2006-11-01 00:00:00+00:00,,,,,,
2006-12-01 00:00:00+00:00,,,,,,
2007-01-01 00:00:00+00:00,,,,,,
2007-02-01 00:00:00+00:00,,,,,,
2007-03-01 00:00:00+00:00,,,,,,
2007-04-01 00:00:00+00:00,,,,,,
2007-05-01 00:00:00+00:00,,,,,,
2007-06-01 00:00:00+00:00,,,,,,
2007-07-01 00:00:00+00:00,,,,,,
2007-08-01 00:00:00+00:00,,,,,,
2007-09-01 00:00:00+00:00,,,,,,
2007-10-01 00:00:00+00:00,,,,,,
2007-11-01 00:00:00+00:00,,,,,,
2007-12-01 00:00:00+00:00,,,,,,
2008-01-01 00:00:00+00:00,,,,,,
2008-02-01 00:00:00+00:00,,,,,,
2008-03-01 00:00:00+00:00,,,,,,
2008-04-01 00:00:00+00:00,,,,,,
2008-05-01 00:00:00+00:00,,,,,,
2008-06-01 00:00:00+00:00,,,,,,
2008-07-01 00:00:00+00:00,,,,,,
2008-08-01 00:00:00+00:00,,,,,,
2008-09-01 00:00:00+00:00,,,,,,
2008-10-01 00:00:00+00:00,,,,,,
2008-11-01 00:00:00+00:00,,,,,,
2008-12-01 00:00:00+00:00,,,,,,
2009-01-01 00:00:00+00:00,,,,,,
2009-02-01 00:00:00+00:00,,,,,,
2009-03-01 00:00:00+00:00,,,,,,
2009-04-01 00:00:00+00:00,,,,,,
2009-05-01 00:00:00+00:00,,,,,,
2009-06-01 00:00:00+00:00,,,,,,
2009-07-01 00:00:00+00:00,1.4063196182250977,1.4708329439163208,1.5176390409469604,1.013888955116272,1.2184720039367676,926179200.0
2009-08-01 00:00:00+00:00,1.5606296062469482,1.632222056388855,1.7230559587478638,1.4358329772949219,1.5229170322418213,1432000800.0
2009-09-01 00:00:00+00:00,1.7209151983261108,1.799860954284668,1.9291670322418213,1.493749976158142,1.6080559492111206,1651240800.0
2009-10-01 00:00:00+00:00,1.6029609441757202,1.6756939888000488,2.036389112472534,1.6162500381469727,1.786666989326477,1878472800.0
2009-11-01 00:00:00+00:00,1.9041565656661987,1.990556001663208,2.0898609161376953,1.6495829820632935,1.7002780437469482,2107483200.0
2009-12-01 00:00:00+00:00,2.0018091201782227,2.0926389694213867,2.1875,1.9363889694213867,2.0436110496520996,1723471200.0
2010-01-01 00:00:00+00:00,1.7789514064788818,1.8584719896316528,2.312638998031616,1.8495830297470093,2.147083044052124,2363277600.0
2010-02-01 00:00:00+00:00,1.9379550218582153,2.024583101272583,2.0704169273376465,1.7076389789581299,1.8995829820632935,2274544800.0
2010-03-01 00:00:00+00:00,2.3034236431121826,2.406388998031616,2.477221965789795,2.0465281009674072,2.0470829010009766,1826049600.0
2010-04-01 00:00:00+00:00,2.398292064666748,2.5045828819274902,2.7309720516204834,2.414721965789795,2.4598610401153564,2315188800.0
2010-05-01 00:00:00+00:00,1.8191001415252686,1.8997219800949097,2.6236109733581543,1.4923609495162964,2.5427780151367188,2845627200.0
2010-06-01 00:00:00+00:00,1.5156066417694092,1.582777976989746,2.113193988800049,1.5750000476837158,1.8477779626846313,3931905600.0
2010-07-01 00:00:00+00:00,1.8387445211410522,1.917917013168335,2.0263888835906982,1.494305968284607,1.5876389741897583,2662524000.0
2010-08-01 00:00:00+00:00,1.5912083387374878,1.6597219705581665,2.0702779293060303,1.6091669797897339,2.0090279579162598,2128982400.0
2010-09-01 00:00:00+00:00,2.034083604812622,2.12166690826416,2.2134718894958496,1.7188889980316162,1.7229169607162476,1899813600.0
2010-10-01 00:00:00+00:00,2.268801212310791,2.3644440174102783,2.4412500858306885,2.0687499046325684,2.1695830821990967,1607493600.0
2010-11-01 00:00:00+00:00,2.2501437664031982,2.3450000286102295,2.636667013168335,2.3027780055999756,2.4033329486846924,1611547200.0
2010-12-01 00:00:00+00:00,2.7308502197265625,2.8459720611572266,2.8743059635162354,2.451667070388794,2.452083110809326,1002823200.0
2011-01-01 00:00:00+00:00,2.9101009368896484,3.032778024673462,3.157778024673462,2.8687500953674316,2.906805992126465,1213588800.0
2011-02-01 00:00:00+00:00,3.212491989135742,3.347917079925537,3.473193883895874,3.0850000381469727,3.0879170894622803,929157600.0
2011-03-01 00:00:00+00:00,3.186903715133667,3.3212499618530273,3.3883330821990967,2.769582986831665,3.3808329105377197,724816800.0
2011-04-01 00:00:00+00:00,3.465172529220581,3.6112499237060547,3.613332986831665,3.0854170322418213,3.3854169845581055,446630400.0
2011-05-01 00:00:00+00:00,3.3288376331329346,3.4691669940948486,3.6666669845581055,3.207082986831665,3.6666669845581055,499116000.0
2011-06-01 00:00:00+00:00,3.133328914642334,3.2654170989990234,3.444582939147949,2.8324999809265137,3.4362499713897705,767304000.0
2011-07-01 00:00:00+00:00,2.93302321434021,3.0566670894622803,3.548332929611206,2.985416889190674,3.269166946411133,894285600.0
2011-08-01 00:00:00+00:00,2.314512014389038,2.4120829105377197,3.171250104904175,1.8416670560836792,3.1645829677581787,2928844800.0
2011-09-01 00:00:00+00:00,1.8343387842178345,1.911666989326477,2.4895830154418945,1.8195830583572388,2.425416946411133,2856828000.0
2011-10-01 00:00:00+00:00,2.4339494705200195,2.5350000858306885,2.7895829677581787,1.6237499713897705,1.8741669654846191,2512046400.0
2011-11-01 00:00:00+00:00,2.3523378372192383,2.450000047683716,2.6829171180725098,1.9837499856948853,2.3299999237060547,2313837600.0
2011-12-01 00:00:00+00:00,2.4063451290130615,2.5062499046325684,2.5833330154418945,2.199167013168335,2.4404170513153076,1582339200.0
2012-01-01 00:00:00+00:00,2.7407925128936768,2.8545830249786377,2.995832920074463,2.5545830726623535,2.636667013168335,1273279200.0
2012-02-01 00:00:00+00:00,3.1036458015441895,3.2325000762939453,3.3212499618530273,2.910417079925537,2.920417070388794,1299009600.0
2012-03-01 00:00:00+00:00,3.3920865058898926,3.532917022705078,3.632082939147949,3.048332929611206,3.257082939147949,1227640800.0
2012-04-01 00:00:00+00:00,3.3112752437591553,3.4487500190734863,3.6504170894622803,3.170833110809326,3.53125,1437926400.0
2012-05-01 00:00:00+00:00,2.736793279647827,2.850416898727417,3.586250066757202,2.7325000762939453,3.447082996368408,1369152000.0
2012-06-01 00:00:00+00:00,3.049638032913208,3.1762499809265137,3.1987500190734863,2.5704169273376465,2.7158329486846924,1421500800.0
2012-07-01 00:00:00+00:00,3.157935380935669,3.287916898727417,3.384582996368408,2.9295830726623535,3.1987500190734863,1133736000.0
2012-08-01 00:00:00+00:00,3.3640353679656982,3.502500057220459,3.65625,3.115000009536743,3.3358330726623535,891856800.0
2012-09-01 00:00:00+00:00,3.616957664489746,3.7658329010009766,4.042500019073486,3.430833101272583,3.497499942779541,848553600.0
2012-10-01 00:00:00+00:00,3.4012532234191895,3.541249990463257,4.0208330154418945,3.4791669845581055,3.8129169940948486,977354400.0
2012-11-01 00:00:00+00:00,3.4356698989868164,3.577083110809326,3.7291669845581055,3.0587499141693115,3.574167013168335,965436000.0
2012-12-01 00:00:00+00:00,3.5317163467407227,3.6770830154418945,3.847917079925537,3.451667070388794,3.6362500190734863,926611200.0
2013-01-01 00:00:00+00:00,4.075969219207764,4.242917060852051,4.349999904632568,3.8475000858306885,3.876667022705078,764966400.0
2013-02-01 00:00:00+00:00,4.221267223358154,4.394166946411133,4.546667098999023,4.144999980926514,4.325832843780518,671892000.0
2013-03-01 00:00:00+00:00,4.686384677886963,4.87833309173584,4.908750057220459,4.282083034515381,4.34250020980835,593512800.0
2013-04-01 00:00:00+00:00,4.942413806915283,5.144166946411133,5.172082901000977,4.5808329582214355,4.887499809265137,998592000.0
2013-05-01 00:00:00+00:00,5.2786865234375,5.494166851043701,6.08916711807251,4.992499828338623,5.112500190734863,731565600.0
2013-06-01 00:00:00+00:00,5.000861644744873,5.204999923706055,5.730833053588867,4.789999961853027,5.53458309173584,1190623200.0
2013-07-01 00:00:00+00:00,5.8239240646362305,6.05916690826416,6.195833206176758,5.206666946411133,5.315000057220459,840110400.0
2013-08-01 00:00:00+00:00,5.28726863861084,5.500833034515381,6.309999942779541,5.452499866485596,6.204999923706055,660553200.0
2013-09-01 00:00:00+00:00,5.791884899139404,6.0258331298828125,6.563333034515381,5.516666889190674,5.6691670417785645,482056800.0
2013-10-01 00:00:00+00:00,6.592134475708008,6.855000019073486,7.070000171661377,5.652500152587891,6.045000076293945,645192000.0
2013-11-01 00:00:00+00:00,7.177139759063721,7.4633331298828125,7.55916690826416,6.736667156219482,6.894166946411133,431084400.0
2013-12-01 00:00:00+00:00,7.718069076538086,8.025833129882812,8.02750015258789,7.005000114440918,7.482500076293945,599581200.0
2014-01-01 00:00:00+00:00,6.891046047210693,7.165832996368408,8.041666984558105,7.014166831970215,7.93416690826416,582085200.0
2014-02-01 00:00:00+00:00,7.831864356994629,8.144166946411133,8.260000228881836,6.622499942779541,7.136666774749756,564687600.0
2014-03-01 00:00:00+00:00,8.000153541564941,8.319167137145996,8.495833396911621,7.815000057220459,7.935832977294922,570447600.0
2014-04-01 00:00:00+00:00,8.132380485534668,8.456666946411133,8.68166732788086,7.556666851043701,8.399999618530273,473982000.0
2014-05-01 00:00:00+00:00,8.670909881591797,9.016667366027832,9.039999961853027,8.137499809265137,8.432499885559082,292663200.0
2014-06-01 00:00:00+00:00,9.204625129699707,9.571666717529297,9.691666603088379,8.922499656677246,9.05916690826416,232572000.0
2014-07-01 00:00:00+00:00,8.801755905151367,9.146666526794434,10.039167404174805,9.137499809265137,9.638333320617676,264535200.0
2014-08-01 00:00:00+00:00,9.853860855102539,10.239999771118164,10.262499809265137,8.78083324432373,9.06833267211914,284817600.0
2014-09-01 00:00:00+00:00,9.41120719909668,9.779999732971191,10.520833015441895,9.632499694824219,10.278332710266113,272274000.0
2014-10-01 00:00:00+00:00,9.984896659851074,10.369999885559082,10.395000457763672,7.623332977294922,9.726667404174805,700028400.0
2014-11-01 00:00:00+00:00,10.817773818969727,11.234999656677246,11.338333129882812,10.125,10.404999732971191,245194800.0
2014-12-01 00:00:00+00:00,10.640445709228516,11.050832748413086,11.615833282470703,9.741666793823242,11.098333358764648,404407200.0
2015-01-01 00:00:00+00:00,9.642739295959473,10.004166603088379,11.265832901000977,9.904999732971191,11.1875,536793600.0
2015-02-01 00:00:00+00:00,11.328713417053223,11.75333309173584,12.020000457763672,9.773332595825195,10.105833053588867,295106400.0
2015-03-01 00:00:00+00:00,10.719866752624512,11.12166690826416,11.984167098999023,10.708333015441895,11.770833015441895,392113200.0
2015-04-01 00:00:00+00:00,11.008280754089355,11.40999984741211,12.09333324432373,10.80916690826416,11.110833168029785,329911200.0
2015-05-01 00:00:00+00:00,11.386157035827637,11.801667213439941,12.276666641235352,11.1225004196167,11.569999694824219,269396400.0
2015-06-01 00:00:00+00:00,10.677035331726074,11.066666603088379,12.196666717529297,10.96166706085205,11.938332557678223,342400800.0
2015-07-01 00:00:00+00:00,11.338651657104492,11.75,12.225000381469727,10.766667366027832,11.368332862854004,363073800.0
2015-08-01 00:00:00+00:00,9.1995849609375,9.533332824707031,11.880000114440918,7.1666669845581055,11.739999771118164,556744800.0
2015-09-01 00:00:00+00:00,8.40507698059082,8.710000038146973,10.210000038146973,8.09000015258789,8.886667251586914,652198800.0
2015-10-01 00:00:00+00:00,10.656725883483887,11.043333053588867,11.300000190734863,8.363332748413086,8.768333435058594,448059000.0
2015-11-01 00:00:00+00:00,10.743571281433105,11.133333206176758,11.658332824707031,10.141667366027832,11.114999771118164,303816000.0
2015-12-01 00:00:00+00:00,10.071295738220215,10.436667442321777,11.498332977294922,9.738332748413086,11.248332977294922,451695600.0
2016-01-01 00:00:00+00:00,8.540868759155273,8.831666946411133,10.118332862854004,7.203332901000977,9.893333435058594,725370600.0
2016-02-01 00:00:00+00:00,8.397418975830078,8.683333396911621,9.140000343322754,7.163332939147949,8.640000343322754,571724400.0
2016-03-01 00:00:00+00:00,10.202622413635254,10.550000190734863,10.74666690826416,8.833333015441895,8.908332824707031,417001800.0
2016-04-01 00:00:00+00:00,10.28482437133789,10.635000228881836,11.356666564941406,10.151666641235352,10.353333473205566,304431000.0
2016-05-01 00:00:00+00:00,10.76352310180664,11.130000114440918,11.263333320617676,10.050000190734863,10.721667289733887,283704000.0
2016-06-01 00:00:00+00:00,10.728066444396973,11.09333324432373,11.551667213439941,9.5,11.010000228881836,352162800.0
2016-07-01 00:00:00+00:00,11.937337875366211,12.328332901000977,12.404999732971191,10.721667289733887,11.08666706085205,264511200.0
2016-08-01 00:00:00+00:00,11.950248718261719,12.341667175292969,12.738332748413086,11.898332595825195,12.346667289733887,274444800.0
2016-09-01 00:00:00+00:00,11.884081840515137,12.273332595825195,12.658332824707031,11.466667175292969,12.351667404174805,354285600.0
2016-10-01 00:00:00+00:00,11.218023300170898,11.583333015441895,12.313332557678223,11.390000343322754,12.170000076293945,302694600.0
2016-11-01 00:00:00+00:00,12.457656860351562,12.863332748413086,13.125,10.918333053588867,11.654999732971191,315690000.0
2016-12-01 00:00:00+00:00,13.200141906738281,13.630000114440918,14.28833293914795,12.649999618530273,12.923333168029785,254183400.0
2017-01-01 00:00:00+00:00,13.878067016601562,14.329999923706055,14.738332748413086,13.683333396911621,13.896666526794434,244732800.0
2017-02-01 00:00:00+00:00,15.53091049194336,16.036666870117188,16.19499969482422,14.180000305175781,14.449999809265137,182418600.0
2017-03-01 00:00:00+00:00,15.497013092041016,16.001667022705078,16.803333282470703,15.191666603088379,16.415000915527344,213361200.0
2017-04-01 00:00:00+00:00,15.926360130310059,16.44499969482422,16.73666763305664,15.350000381469727,16.02833366394043,187080600.0
2017-05-01 00:00:00+00:00,16.515512466430664,17.053333282470703,17.20166778564453,15.84333324432373,16.545000076293945,197056800.0
2017-06-01 00:00:00+00:00,16.765701293945312,17.31166648864746,17.983333587646484,16.915000915527344,17.155000686645508,206140800.0
2017-07-01 00:00:00+00:00,17.750301361083984,18.328332901000977,18.608333587646484,16.985000610351562,17.545000076293945,143156400.0
2017-08-01 00:00:00+00:00,17.787425994873047,18.366666793823242,18.788333892822266,17.174999237060547,18.481666564941406,165486600.0
2017-09-01 00:00:00+00:00,18.799468994140625,19.411666870117188,19.446666717529297,17.79833221435547,18.47833251953125,135275400.0
2017-10-01 00:00:00+00:00,20.084299087524414,20.738332748413086,20.934999465942383,19.463333129882812,19.485000610351562,133426200.0
2017-11-01 00:00:00+00:00,21.866262435913086,22.578332901000977,22.858333587646484,20.344999313354492,20.959999084472656,168429000.0
2017-12-01 00:00:00+00:00,22.621673583984375,23.358333587646484,23.833332061767578,21.52166748046875,22.54833221435547,154370400.0
2018-01-01 00:00:00+00:00,26.742475509643555,27.613332748413086,28.741666793823242,23.46666717529297,23.57666778564453,232249800.0
2018-02-01 00:00:00+00:00,23.123655319213867,23.876667022705078,27.65999984741211,19.43666648864746,27.059999465942383,375421800.0
2018-03-01 00:00:00+00:00,21.10118293762207,21.788333892822266,26.231666564941406,20.508333206176758,23.89666748046875,310220400.0
2018-04-01 00:00:00+00:00,21.08565330505371,21.758333206176758,23.56999969482422,19.584999084472656,21.55500030517578,298176600.0
2018-05-01 00:00:00+00:00,22.44883155822754,23.165000915527344,24.145000457763672,20.416667938232422,21.623332977294922,219275800.0
2018-06-01 00:00:00+00:00,22.715330123901367,23.440000534057617,25.420000076293945,22.719999313354492,23.575000762939453,133383600.0
2018-07-01 00:00:00+00:00,25.177087783813477,25.954999923706055,26.844999313354492,22.899999618530273,22.950000762939453,118870600.0
2018-08-01 00:00:00+00:00,27.466358184814453,28.315000534057617,28.780000686645508,25.354999542236328,26.010000228881836,127021400.0
2018-09-01 00:00:00+00:00,27.776763916015625,28.635000228881836,29.475000381469727,27.264999389648438,28.18000030517578,96257400.0
2018-10-01 00:00:00+00:00,22.019662857055664,22.684999465942383,29.40999984741211,20.079999923706055,29.084999084472656,355408600.0
2018-11-01 00:00:00+00:00,22.961214065551758,23.655000686645508,25.350000381469727,20.604999542236328,22.915000915527344,252033000.0
2018-12-01 00:00:00+00:00,16.87995719909668,17.389999389648438,24.850000381469727,14.324999809265137,24.825000762939453,347396000.0
2019-01-01 00:00:00+00:00,20.988367080688477,21.545000076293945,21.665000915527344,16.03499984741211,16.559999465942383,226017600.0
2019-02-01 00:00:00+00:00,22.936695098876953,23.545000076293945,24.260000228881836,21.010000228881836,21.604999542236328,199138400.0
2019-03-01 00:00:00+00:00,24.00340461730957,24.639999389648438,25.385000228881836,21.954999923706055,24.0049991607666,246003000.0
2019-04-01 00:00:00+00:00,26.889270782470703,27.549999237060547,27.674999237060547,25.104999542236328,25.174999237060547,145619000.0
2019-05-01 00:00:00+00:00,21.809101104736328,22.344999313354492,27.809999465942383,22.325000762939453,27.7549991607666,288015200.0
2019-06-01 00:00:00+00:00,26.425662994384766,27.075000762939453,27.875,21.790000915527344,22.329999923706055,149055800.0
2019-07-01 00:00:00+00:00,27.475650787353516,28.104999542236328,29.524999618530273,27.440000534057617,28.079999923706055,117972600.0
2019-08-01 00:00:00+00:00,25.657304763793945,26.2450008392334,29.075000762939453,23.7549991607666,28.155000686645508,251606400.0
2019-09-01 00:00:00+00:00,27.016178131103516,27.635000228881836,28.94499969482422,25.375,25.719999313354492,110897600.0
2019-10-01 00:00:00+00:00,28.555912017822266,29.209999084472656,29.565000534057617,24.360000610351562,27.885000228881836,158472200.0
2019-11-01 00:00:00+00:00,31.620708465576172,32.345001220703125,32.70000076293945,29.614999771118164,29.65999984741211,93537800.0
2019-12-01 00:00:00+00:00,34.22114944458008,35.005001068115234,35.63999938964844,30.135000228881836,32.42499923706055,104319600.0
2020-01-01 00:00:00+00:00,33.95744323730469,34.685001373291016,38.58000183105469,34.345001220703125,35.53499984741211,133265600.0
2020-02-01 00:00:00+00:00,26.13504409790039,26.69499969482422,40.435001373291016,23.625,35.20500183105469,187253200.0
2020-03-01 00:00:00+00:00,13.525214195251465,13.8149995803833,31.325000762939453,8.755000114440918,27.0,847771400.0
2020-04-01 00:00:00+00:00,18.596967697143555,18.950000762939453,19.829999923706055,11.614999771118164,12.265000343322754,813918400.0
2020-05-01 00:00:00+00:00,21.084741592407227,21.485000610351562,22.045000076293945,16.190000534057617,17.934999465942383,505203400.0
2020-06-01 00:00:00+00:00,21.766794204711914,22.18000030517578,25.725000381469727,19.559999465942383,21.360000610351562,483080200.0
2020-07-01 00:00:00+00:00,25.618669509887695,26.104999542236328,26.325000762939453,22.270000457763672,22.385000228881836,332972400.0
2020-08-01 00:00:00+00:00,31.266456604003906,31.860000610351562,32.42499923706055,26.405000686645508,26.545000076293945,189585600.0
2020-09-01 00:00:00+00:00,27.4342041015625,27.954999923706055,34.474998474121094,24.385000228881836,32.1150016784668,290991000.0
2020-10-01 00:00:00+00:00,25.10835838317871,25.584999084472656,32.86000061035156,24.655000686645508,28.655000686645508,240321600.0
2020-11-01 00:00:00+00:00,33.945594787597656,34.59000015258789,35.275001525878906,25.7549991607666,26.459999084472656,229182200.0
2020-12-01 00:00:00+00:00,37.71406173706055,38.43000030517578,38.665000915527344,34.880001068115234,35.599998474121094,144111800.0
2021-01-01 00:00:00+00:00,36.32905578613281,37.005001068115234,42.04999923706055,35.6349983215332,38.869998931884766,188199800.0
2021-02-01 00:00:00+00:00,39.141727447509766,39.869998931884766,44.540000915527344,37.380001068115234,38.060001373291016,164781000.0
2021-03-01 00:00:00+00:00,44.34491729736328,45.16999816894531,45.724998474121094,37.10499954223633,41.529998779296875,252971000.0
2021-04-01 00:00:00+00:00,51.53348159790039,52.474998474121094,53.779998779296875,45.779998779296875,45.86000061035156,168523400.0
2021-05-01 00:00:00+00:00,52.23564910888672,53.189998626708984,54.53499984741211,47.744998931884766,53.25,177194200.0
2021-06-01 00:00:00+00:00,55.677764892578125,56.69499969482422,56.959999084472656,51.6150016784668,54.165000915527344,145360400.0
2021-07-01 00:00:00+00:00,59.53725814819336,60.625,62.03499984741211,54.119998931884766,57.0099983215332,211191600.0
2021-08-01 00:00:00+00:00,64.8796615600586,66.06500244140625,66.66999816894531,59.529998779296875,61.39500045776367,180555800.0
2021-09-01 00:00:00+00:00,55.834896087646484,56.85499954223633,67.1050033569336,56.755001068115234,66.44499969482422,270828000.0
