,Year,Week_Number,Volatility_SPY,Positive_Returns_SPY,Kelly_Ratio_SPY,Volatility_UPRO,Positive_Returns_UPRO,Kelly_Ratio_UPRO,Volatility,Positive_Returns,Kelly_Ratio,Volatility_VIX,Positive_Returns_VIX,Kelly_Ratio_VIX
0,2010,1,0.0256683075137097,0.7142857142857143,0.2142857142857143,0.0771548582180036,0.7142857142857143,0.2142857142857143,0.2190023317001244,0.2857142857142857,-0.2142857142857143,0.037176202091025,0.0,-0.5
1,2010,2,0.0142599623578838,0.5714285714285714,0.0714285714285714,0.0425245452931832,0.5714285714285714,0.0714285714285714,0.0923724334219634,0.2142857142857142,-0.2857142857142857,0.058237840212926,0.2142857142857142,-0.2857142857142857
2,2010,3,0.0244025120139752,0.5,0.0,0.071851502379814,0.5,0.0,0.1497753717841449,0.3571428571428571,-0.1428571428571428,0.0277846659430678,0.2857142857142857,-0.2142857142857143
3,2010,4,0.0179203953343828,0.5,0.0,0.0539815059582586,0.5714285714285714,0.0714285714285714,0.1603231217258234,0.3571428571428571,-0.1428571428571428,0.0354293240837214,0.2142857142857142,-0.2857142857142857
4,2010,5,0.0244883596109712,0.5714285714285714,0.0714285714285714,0.0734414976715162,0.5714285714285714,0.0714285714285714,0.1949779715759166,0.5,0.0,0.0222027216172445,0.1428571428571428,-0.3571428571428571
5,2010,6,0.0206833370729564,0.6428571428571429,0.1428571428571429,0.0619179143537232,0.6428571428571429,0.1428571428571429,0.2716721941687126,0.4285714285714285,-0.0714285714285714,0.0277725064187887,0.0,-0.5
6,2010,7,0.0156388020910294,0.7857142857142857,0.2857142857142857,0.0464683362572939,0.7857142857142857,0.2857142857142857,0.1000539600779058,0.0714285714285714,-0.4285714285714286,0.0262483963650352,0.1428571428571428,-0.3571428571428571
7,2010,8,0.0130571078853237,0.5,0.0,0.0397192536588554,0.5,0.0,0.0885337411235022,0.4285714285714285,-0.0714285714285714,0.0131076677653007,0.1428571428571428,-0.3571428571428571
8,2010,9,0.0355973588223699,0.7142857142857143,0.2142857142857143,0.1054688747937845,0.7142857142857143,0.2142857142857143,0.2273111777175729,0.3571428571428571,-0.1428571428571428,0.0314062590756689,0.1428571428571428,-0.3571428571428571
9,2010,10,0.0225488920458761,0.5714285714285714,0.0714285714285714,0.0674727974272255,0.5714285714285714,0.0714285714285714,0.1853451106076977,0.4285714285714285,-0.0714285714285714,0.0609212423367329,0.0714285714285714,-0.4285714285714286
10,2010,11,0.0326908799649547,0.5714285714285714,0.0714285714285714,0.0937187271403043,0.5714285714285714,0.0714285714285714,0.2307693737374457,0.3571428571428571,-0.1428571428571428,0.0144167320376209,0.1428571428571428,-0.3571428571428571
11,2010,12,0.0456100089719747,0.5,0.0,0.1407355634682325,0.5,0.0,0.2582633120670748,0.3571428571428571,-0.1428571428571428,0.0319319896946571,0.1428571428571428,-0.3571428571428571
12,2010,13,0.029476787905892,0.8571428571428571,0.3571428571428571,0.0874366074113242,0.8571428571428571,0.3571428571428571,0.0806174795985347,0.0714285714285714,-0.4285714285714286,0.0081535935336988,0.0,-0.5
13,2010,14,0.0135139613897587,0.3571428571428571,-0.1428571428571428,0.0400157285152274,0.3571428571428571,-0.1428571428571428,0.0910615218228212,0.3571428571428571,-0.1428571428571428,0.022517973838866,0.0714285714285714,-0.4285714285714286
14,2010,15,0.0349348791229354,0.5714285714285714,0.0714285714285714,0.1046604344422682,0.5714285714285714,0.0714285714285714,0.1389793222029123,0.2857142857142857,-0.2142857142857143,0.0240864077868264,0.0714285714285714,-0.4285714285714286
15,2010,16,0.0162388656139965,0.5714285714285714,0.0714285714285714,0.0489871344655459,0.5714285714285714,0.0714285714285714,0.1136811223800652,0.2857142857142857,-0.2142857142857143,0.0134898500072483,0.0714285714285714,-0.4285714285714286
16,2010,17,0.016730981322066,0.5714285714285714,0.0714285714285714,0.0504522282731432,0.5714285714285714,0.0714285714285714,0.1198403945147789,0.3571428571428571,-0.1428571428571428,0.0132854505597158,0.0714285714285714,-0.4285714285714286
17,2010,18,0.0203977295471694,0.4285714285714285,-0.0714285714285714,0.0608119305592611,0.3571428571428571,-0.1428571428571428,0.0654825384923357,0.2142857142857142,-0.2857142857142857,0.0383587690688383,0.0714285714285714,-0.4285714285714286
18,2010,19,0.0170184980576723,0.3571428571428571,-0.1428571428571428,0.0510964450942288,0.3571428571428571,-0.1428571428571428,0.1045892672184647,0.2142857142857142,-0.2857142857142857,0.0133675245284319,0.0714285714285714,-0.4285714285714286
19,2010,20,0.019618748675304,0.3571428571428571,-0.1428571428571428,0.059989064007413,0.3571428571428571,-0.1428571428571428,0.1492036563212533,0.4285714285714285,-0.0714285714285714,0.0002077507272902,0.0714285714285714,-0.4285714285714286
