Ticker,Month,Mean Return,Standard Deviation,Count,Positive Probability,Kelly Size
SPY,Jan,0.12011404556697448,4.4066213715116085,23.0,0.4583333333333333,-19.413779859605988
SPY,Feb,-0.426765675411958,4.4019464880719426,24.0,0.5,5.657334272282714
SPY,Mar,1.3555829212807662,4.6492892911284045,24.0,0.7083333333333334,-0.29200584815417796
SPY,Apr,2.0199798920597622,4.871542789297056,24.0,0.75,0.14708028673374918
SPY,May,0.48327550099883143,3.5255407127001237,24.0,0.6666666666666666,-1.7650316816622915
SPY,Jun,-0.32034060376013346,3.966717663964958,24.0,0.5833333333333334,5.7428385825950174
SPY,Jul,1.651710212876537,3.9023657224311554,24.0,0.6666666666666666,-0.12087376506459291
SPY,Aug,0.20399661316108234,3.691353149098558,24.0,0.625,-6.160688298750846
SPY,Sep,-1.5320328909589511,5.029789912092804,24.0,0.5,2.1415410993377852
SPY,Oct,1.4256232734237706,5.781810792083381,24.0,0.625,-0.8958639529461234
SPY,Nov,2.373913912148987,4.4464857027375135,24.0,0.75,0.28173473562144363
SPY,Dec,0.793516171532264,3.591295327217787,24.0,0.6666666666666666,-0.8419332653225654
QQQ,Jan,0.9249479782299335,6.254756511621403,23.0,0.5833333333333334,-2.2342830168275545
QQQ,Feb,-0.49550569995781824,8.083720890331259,24.0,0.4166666666666667,9.93321481756515
QQQ,Mar,1.284090643483365,5.893080888839056,24.0,0.6666666666666666,-0.8631009601349323
QQQ,Apr,1.7351545963347357,7.966020420914749,24.0,0.625,-1.0966089356839916
QQQ,May,0.7900372298592222,6.065321903797809,24.0,0.5833333333333334,-2.6155253588906797
QQQ,Jun,0.1512975878833963,5.880441353331718,24.0,0.5416666666666666,-17.27224778265603
QQQ,Jul,2.261613730990342,5.6010104594546934,24.0,0.75,0.13086128693138321
QQQ,Aug,0.8193316709629671,5.712432968558059,24.0,0.5416666666666666,-2.6538627345650156
QQQ,Sep,-2.3686614888461137,7.738036691670403,24.0,0.4166666666666667,2.3223229869400397
QQQ,Oct,2.872035970954381,7.968569003637817,24.0,0.625,-0.41545123619088753
QQQ,Nov,2.256166105464606,8.07877152677622,24.0,0.75,-0.14518802574074918
QQQ,Dec,-0.3768336567000901,4.783419336539783,24.0,0.5,6.846857892721023
TQQQ,Jan,7.149785585974349,18.779359612881066,13.0,0.6153846153846154,-0.39483177970670225
TQQQ,Feb,3.0816807304824536,12.930886170269234,13.0,0.5,-1.598024957998299
TQQQ,Mar,4.1680241220987515,17.471905114319625,14.0,0.6428571428571429,-0.8542469835736223
TQQQ,Apr,4.452442736848163,18.038059124934392,14.0,0.5714285714285714,-1.1648311010094468
TQQQ,May,1.9730575459037194,16.153994201360103,14.0,0.5714285714285714,-2.9374099753156226
TQQQ,Jun,1.0954432058437207,15.550895909458083,14.0,0.5,-6.59799276973042
TQQQ,Jul,13.858315729606472,10.234098349895595,14.0,1.0,1.0
TQQQ,Aug,1.1911705397579735,16.791583204789635,14.0,0.5,-6.5483539696177395
TQQQ,Sep,-2.99017091642243,17.753278581126306,14.0,0.35714285714285715,4.173921985830445
TQQQ,Oct,7.403808635275472,18.428810371915787,14.0,0.6428571428571429,-0.24610667484761317
TQQQ,Nov,8.545717261665397,12.758327198694884,14.0,0.7857142857142857,0.46579646335347435
